Phylum,Class,Order,Family,Genus,Strain,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_4128,0,0,0,0,0,0.0021839528002504933,5.342873506300112e-4,0,0,0,0,8.077897126888483e-4,0,0,0,7.187350263536184e-4,0,0.0028345088379071134,0.0018721322376713866,0,0.0015567745455195832,0,0,5.10974851150805e-4,0.0014124141861454316,0,0.0048885095864247,0,0,0.0011710106270993385,0.007042994848676631,0,0.007664535998951234,0,0,7.674317720876601e-4,0.0062806055510830254,0,0.010958103481617246,0,1.7373175816539333e-4,0,0,0.00491710660915195,0,0.011109801243949424,0,0,0,0.0012799414883891017,0.005305208348891152,0,0.005996046094591233,1.8773299005015167e-4,2.9736751494663e-4,1.6496205872649282e-4
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_32835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.805363533853016e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_24455,0,0,0,0,0,7.0323488045007e-4,2.6086502843428833e-5,0,0,0,0,6.995544342054809e-4,0,0,0,0,0,9.885330170027683e-5,1.5868008925150315e-4,0,3.3694803309656045e-5,0,0,0,0,0,2.784783675337503e-4,0,0,0,2.24466891133558e-4,0,4.936746889198846e-4,0,0,0,3.0909501426524383e-4,0,7.547033302978878e-4,0,0,0,0,0,0,8.083182911187754e-4,0,0,0,0,2.695374118003467e-4,0,3.7850669772749684e-4,0,1.5650921839296335e-5,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_29930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7286511581962832e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_8785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3748456350337164e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_29538,0,0,0,0,0,0,0,0,2.0979440148654333e-4,0,0,0,0,0,3.53371622276289e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_35048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.404241312832084e-5,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_21418,0,0,0,0,0,2.2384718698701666e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_26441,3.7119524870081667e-4,0,0,0,0,0,0,0,5.698907946261167e-4,0.001007049345417925,0,0,0,0,2.762526330329083e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_9498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.222321695016416e-4,0,0,0,0,0,0,0,0,0,0,0,0,9.693809332798499e-4,0,0,0,0,0,0,5.15830665243685e-4,0,9.9420996254981e-4,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_10999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3426928733788e-4,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Piscinibacter,ASV_12111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.078968836678083e-4,0,0,0,0,0,3.7083615491277335e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_20243,0,0,0,0,0,4.0292797500990005e-4,1.5651901706057283e-4,0,0,0,0,0.0013613381861978483,0,0,0,0,0,4.571655734446433e-4,4.1158078320259863e-4,0,0.0025529458744396947,0,0,0,2.998275991305e-4,0,0.0016407526825378052,0,0,0,0,0,0.00250908373462291,0,0,0,0,0,0.0031513713498911864,1.0811979673478217e-4,2.6116479498563666e-4,0,0,0,0,0.0013412436787121034,0,0,0,0,0,0,0.003105899088984071,4.156944779681933e-4,7.355933264469283e-4,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_24468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.866273352999017e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_34664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.813720893889668e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_10665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9569471624266167e-4,0,0,0,0,0,2.2125673827339334e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0209557566147499e-4,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_27730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0877605186442149e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.689907467183133e-4,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_23748,0,0,0,0,0,2.6862026862026835e-4,0,0,0,0,0,0,0,0,0,0,0,1.9770660340055334e-4,0,0,0,0,0,0,0,0,0,0,0,0.0019773211248046165,0,0,2.7439359016573334e-4,0,0,0,0,0,0,0,2.299202942979767e-4,0,0,0,0,8.918266708634967e-4,0,7.5426970529605e-4,0,4.8030739673391e-4,0.001288475304223335,0,2.1745883814849334e-4,6.624777199191536e-4,0,3.5103262868850185e-4
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_7361,0,0,0,0,0,0,0,0,0,0,0,3.8918077446974163e-4,2.4305555555555498e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_27337,0,0,0,0,0,0,0,0,4.4615470414366166e-4,0.0010241704219582134,0,0,0,0,7.598743297412633e-4,0,0,0,0,0,0,0,0,0,0,0,0,1.4728082771825183e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_34317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4395393474088284e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_8742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4663294109021598e-4
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_27682,0,0,2.6609898882384164e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_17371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9942664838589058e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_27993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.699629524080933e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001012145748987855,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_18980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0934083099031549e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__uncultured,ASV_34692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8491147036181665e-4
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__uncultured,ASV_19840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0520397274891166e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_9421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69476082004555e-4,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_11373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0260198637445616e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_24365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.756221241431117e-4,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_24002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.288187063467959e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_2070,0,0,0,0,0,0,4.4347054833829e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.926192779258616e-4,0,5.544683626875401e-4,0,0,0,0,0,7.92496005781955e-4,0,0,0,0,0,0,0,4.719764011799417e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011274139007995067,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_31671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1171489061397333e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_7652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002600066993455183,0
p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,na,ASV_1029,0,0,0,0,0,0,0,0,0,0,0,5.757956448911217e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010071620411817367,7.249078331469284e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
